REF_NO,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
33855,2017,1,9,14,15.0,4.0,34.0,500.0,56.0,3.7,1021.6,-14.0,0.0,SW,3.5,Aotizhongxin
33856,2017,1,9,15,43.0,6.0,34.0,500.0,58.0,3.9,1020.66666666667,-14.1,0.0,SW,3.4,Aotizhongxin
33857,2017,1,9,16,34.0,9.0,38.0,700.0,60.0,3.825,1020.0,-13.3,0.0,SW,3.7,Aotizhongxin
33858,2017,1,9,17,50.0,7.0,55.0,900.0,38.0,2.7,1020.0,-12.2,0.0,SW,4.0,Aotizhongxin
33859,2017,1,9,18,62.0,7.0,59.0,800.0,31.0,1.275,1020.0,-10.3,0.0,SW,2.7,Aotizhongxin
33860,2017,1,9,19,79.0,5.0,63.0,1100.0,30.0,0.275,1020.0,-9.7,0.0,SW,2.0,Aotizhongxin
33861,2017,1,9,20,114.0,5.0,78.0,1300.0,17.0,-0.375,1020.0,-9.5,0.0,SW,3.8,Aotizhongxin
33862,2017,1,9,21,126.0,5.0,86.0,1600.0,10.0,-0.35,1020.0,-7.9,0.0,SW,3.3,Aotizhongxin
33863,2017,1,9,22,132.0,5.0,91.0,1700.0,4.0,-0.425,1020.0,-7.3,0.0,SW,5.5,Aotizhongxin
33864,2017,1,9,23,120.0,5.0,95.0,1800.0,2.0,-0.525,1020.25,-7.1,0.0,NW,2.8,Aotizhongxin
33865,2017,1,10,0,105.0,13.0,89.0,1300.0,2.0,-0.55,1021.0,-7.8,0.0,NW,1.9,Aotizhongxin
33866,2017,1,10,1,70.0,16.0,96.0,1800.0,2.0,0.575,1021.75,-11.1,0.0,NW,4.8,Aotizhongxin
33867,2017,1,10,2,19.0,4.0,44.0,600.0,34.0,1.525,1022.75,-17.2,0.0,NE,2.9,Aotizhongxin
33868,2017,1,10,3,7.0,2.0,17.0,200.0,61.0,0.4,1023.75,-15.7,0.0,NW,4.8,Aotizhongxin
33869,2017,1,10,4,20.0,3.0,29.0,300.0,38.0,-0.875,1025.0,-16.7,0.0,NW,5.6,Aotizhongxin
33870,2017,1,10,5,10.0,5.0,43.0,300.0,35.0,-1.45,1025.0,-17.0,0.0,NW,4.1,Aotizhongxin
33871,2017,1,10,6,10.0,3.0,33.0,300.0,44.0,-1.475,1025.0,-17.5,0.0,NW,3.6,Aotizhongxin
33872,2017,1,10,7,11.0,5.0,27.0,300.0,52.0,-1.4125,1026.0,-17.3,0.0,NW,2.3,Aotizhongxin
33873,2017,1,10,8,8.0,4.0,34.0,300.0,45.0,0.3760390595276544,1021.8599901452487,-13.0,0.0,NW,2.6,Aotizhongxin
33874,2017,1,10,9,6.0,5.0,35.0,400.0,46.0,-1.075,1027.5,-17.2,0.0,NW,2.4,Aotizhongxin
33875,2017,1,10,10,6.0,3.0,24.0,300.0,60.0,0.0666666666666667,1028.0,-17.8,0.0,NW,4.3,Aotizhongxin
33876,2017,1,10,11,6.0,2.0,12.0,300.0,73.0,0.95,1028.0,-19.0,0.0,NW,5.6,Aotizhongxin
33877,2017,1,10,12,6.0,2.0,9.0,200.0,78.0,2.2,1026.75,-19.4,0.0,NW,5.3,Aotizhongxin
33878,2017,1,10,13,6.0,2.0,6.0,300.0,38.0,2.825,1025.75,-19.5,0.0,NW,5.0,Aotizhongxin
33879,2017,1,10,14,6.0,12.0,6.0,900.0,69.0,3.85,1024.5,-19.7,0.0,NW,4.3,Aotizhongxin
33880,2017,1,10,15,6.0,12.0,51.0,300.0,70.0,4.48,1024.0,-20.7,0.0,W,2.0,Aotizhongxin
33881,2017,1,10,16,6.0,4.0,51.0,300.0,65.0,4.05,1024.0,-16.1,0.0,SW,3.4,Aotizhongxin
33882,2017,1,10,17,9.0,4.0,19.0,400.0,38.0,2.35,1025.0,-14.9,0.0,SW,2.7,Aotizhongxin
33883,2017,1,10,18,17.0,5.0,34.0,500.0,48.0,0.3760390595276544,1021.8599901452487,-13.0,0.0,SW,2.0,Aotizhongxin
33884,2017,1,10,19,50.0,7.0,59.0,700.0,27.0,0.5,1026.0,-13.4,0.0,SW,1.7,Aotizhongxin
33885,2017,1,10,20,108.0,15.0,88.0,1300.0,15.0,-0.075,1026.0,-12.6,0.0,SW,1.5,Aotizhongxin
33886,2017,1,10,21,98.0,13.0,96.0,1400.0,13.0,-0.525,1026.0,-12.0,0.0,SW,0.6,Aotizhongxin
33887,2017,1,10,22,103.0,13.0,94.0,1500.0,11.0,-1.425,1026.0,-11.8,0.0,SW,1.6,Aotizhongxin
33888,2017,1,10,23,103.0,19.0,95.0,1500.0,10.0,-1.5,1026.0,-11.8,0.0,SW,1.9,Aotizhongxin
33889,2017,1,11,0,105.0,34.0,95.0,1600.0,11.0,-2.3333333333333304,1026.0,-11.7,0.0,SW,1.3,Aotizhongxin
33890,2017,1,11,1,105.0,42.0,93.0,1800.0,12.0,-3.625,1025.0,-11.8,0.0,SW,1.0,Aotizhongxin
33891,2017,1,11,2,102.0,42.0,89.0,1600.0,13.0,-4.4,1025.0,-11.8,0.0,SW,1.3,Aotizhongxin
33892,2017,1,11,3,150.0,29.0,104.0,3100.0,14.0,-4.95,1025.0,-12.1,0.0,SW,1.2,Aotizhongxin
33893,2017,1,11,4,128.0,29.0,106.0,3500.0,38.0,-4.775,1024.25,-11.8,0.0,NE,0.5,Aotizhongxin
33894,2017,1,11,5,87.0,32.0,97.0,2800.0,11.0,-5.15,1023.25,-11.5,0.0,SE,1.4,Aotizhongxin
33895,2017,1,11,6,75.0,30.0,95.0,2500.0,9.0,-5.225,1023.0,-11.6,0.0,N,1.7,Aotizhongxin
33896,2017,1,11,7,40.0,18.0,78.0,1500.0,4.0,-5.625,1023.0,-11.4,0.0,NE,0.5,Aotizhongxin
33897,2017,1,11,8,28.0,12.0,73.0,1100.0,4.0,-5.975,1023.0,-11.0,0.0,NE,0.3,Aotizhongxin
33898,2017,1,11,9,29.0,15.0,68.0,1100.0,9.0,-5.1,1023.0,-10.6,0.0,NE,0.2,Aotizhongxin
33899,2017,1,11,10,54.0,17.0,78.0,1800.0,9.0,-1.85,1023.0,-9.7,0.0,NE,1.2,Aotizhongxin
33900,2017,1,11,11,6.0,19.0,51.0,2100.0,14.0,0.625,1023.0,-10.0,0.0,NW,1.1,Aotizhongxin
33901,2017,1,11,12,6.0,20.0,81.0,1800.0,22.0,2.575,1021.75,-10.8,0.0,SE,0.7,Aotizhongxin
33902,2017,1,11,13,50.0,29.0,86.0,1800.0,25.0,4.4,1020.5,-10.8,0.0,SW,1.5,Aotizhongxin
33903,2017,1,11,14,37.0,29.0,68.0,1300.0,35.0,6.04,1019.2,-11.4,0.0,SW,2.5,Aotizhongxin
33904,2017,1,11,15,52.0,16.0,84.0,1200.0,41.0,6.4,1019.0,-11.8,0.0,SW,1.5,Aotizhongxin
33905,2017,1,11,16,60.0,26.0,89.0,1300.0,21.0,6.525,1018.0,-12.4,0.0,SW,1.9,Aotizhongxin
33906,2017,1,11,17,103.0,30.0,111.0,1500.0,22.0,5.625,1018.5,-12.5,0.0,SW,1.5,Aotizhongxin
33907,2017,1,11,18,66.0,27.0,94.0,1300.0,21.0,3.6,1019.0,-12.2,0.0,SW,1.3,Aotizhongxin
33908,2017,1,11,19,60.0,29.0,78.0,900.0,35.0,1.475,1019.0,-11.3,0.0,NW,1.0,Aotizhongxin
33909,2017,1,11,20,29.0,22.0,74.0,800.0,28.0,0.05,1019.0,-11.1,0.0,SW,1.5,Aotizhongxin
33910,2017,1,11,21,32.0,20.0,73.0,800.0,30.0,0.4,1020.0,-10.4,0.0,SW,0.9,Aotizhongxin
33911,2017,1,11,22,43.0,12.0,88.0,1000.0,16.0,-0.175,1020.0,-10.7,0.0,SE,1.0,Aotizhongxin
33912,2017,1,11,23,53.0,25.0,104.0,1000.0,8.0,-0.175,1020.0,-11.3,0.0,NE,1.4,Aotizhongxin
33913,2017,1,12,0,38.0,24.0,88.0,800.0,13.0,1.25,1020.0,-12.8,0.0,NE,1.8,Aotizhongxin
33914,2017,1,12,1,35.0,19.0,96.0,700.0,14.0,-0.475,1020.0,-12.4,0.0,NE,1.2,Aotizhongxin
33915,2017,1,12,2,44.0,17.0,85.0,600.0,10.0,-1.0,1019.0,-12.5,0.0,NE,1.6,Aotizhongxin
33916,2017,1,12,3,49.0,15.0,83.0,900.0,13.0,-1.95,1019.5,-12.5,0.0,NW,0.7,Aotizhongxin
33917,2017,1,12,4,50.0,21.0,99.0,800.0,36.0,-2.1,1019.25,-12.1,0.0,NE,0.2,Aotizhongxin
33918,2017,1,12,5,36.0,17.0,91.0,800.0,3.0,-1.675,1019.0,-12.1,0.0,NE,2.8,Aotizhongxin
33919,2017,1,12,6,38.0,16.0,79.0,700.0,12.0,0.975,1018.25,-12.7,0.0,NE,2.3,Aotizhongxin
33920,2017,1,12,7,32.0,18.0,44.0,500.0,45.0,0.275,1018.75,-12.8,0.0,NW,1.0,Aotizhongxin
33921,2017,1,12,8,44.0,16.0,63.0,600.0,35.0,-1.1,1019.0,-12.7,0.0,NE,1.3,Aotizhongxin
33922,2017,1,12,9,59.0,17.0,61.0,600.0,37.0,-1.05,1019.0,-11.7,0.0,SE,1.1,Aotizhongxin
33923,2017,1,12,10,41.0,10.0,32.0,500.0,60.0,1.15,1019.0,-11.1,0.0,SW,2.3,Aotizhongxin
33924,2017,1,12,11,41.0,16.0,23.0,400.0,78.0,2.48,1019.0,-11.3,0.0,SW,2.2,Aotizhongxin
33925,2017,1,12,12,36.0,14.0,26.0,500.0,83.0,3.6666666666666696,1018.0,-11.4,0.0,SW,3.4,Aotizhongxin
33926,2017,1,12,13,73.0,24.0,45.0,700.0,66.0,4.1,1017.25,-12.0,0.0,NW,3.4,Aotizhongxin
33927,2017,1,12,14,80.0,30.0,73.0,1200.0,62.0,5.04,1015.6,-12.6,0.0,SW,4.5,Aotizhongxin
33928,2017,1,12,15,98.0,28.0,75.0,1400.0,66.0,5.3,1015.0,-12.1,0.0,SW,4.1,Aotizhongxin
33929,2017,1,12,16,92.0,35.0,87.0,1500.0,48.0,5.15,1014.0,-12.0,0.0,SW,3.7,Aotizhongxin
33930,2017,1,12,17,104.0,34.0,101.0,1600.0,34.0,4.325,1014.0,-11.7,0.0,SW,1.9,Aotizhongxin
33931,2017,1,12,18,116.0,31.0,106.0,1800.0,30.0,2.9,1014.0,-11.5,0.0,SW,1.5,Aotizhongxin
33932,2017,1,12,19,136.0,27.0,108.0,2000.0,33.0,1.775,1014.25,-10.9,0.0,SW,1.5,Aotizhongxin
33933,2017,1,12,20,128.0,29.0,115.0,1900.0,17.0,0.975,1015.0,-10.7,0.0,SW,0.7,Aotizhongxin
33934,2017,1,12,21,67.0,5.0,32.0,400.0,80.0,-0.25,1015.0,-10.5,0.0,SW,1.1,Aotizhongxin
33935,2017,1,12,22,44.0,2.0,25.0,300.0,84.0,2.025,1016.0,-11.7,0.0,NW,3.0,Aotizhongxin
33936,2017,1,12,23,25.0,10.0,26.0,300.0,88.0,3.675,1016.5,-14.5,0.0,NW,2.4,Aotizhongxin
33937,2017,1,13,0,13.0,12.0,17.0,300.0,76.0,3.05,1017.0,-15.6,0.0,NW,3.1,Aotizhongxin
33938,2017,1,13,1,32.0,10.0,40.0,400.0,67.0,2.425,1017.0,-16.9,0.0,NW,2.6,Aotizhongxin
33939,2017,1,13,2,23.0,9.0,36.0,400.0,66.0,1.125,1018.0,-16.6,0.0,NE,3.3,Aotizhongxin
33940,2017,1,13,3,12.0,14.0,20.0,200.0,75.0,0.05,1018.5,-16.9,0.0,NE,4.0,Aotizhongxin
33941,2017,1,13,4,14.0,17.0,13.0,200.0,80.0,-0.875,1019.0,-18.4,0.0,NE,1.3,Aotizhongxin
33942,2017,1,13,5,23.0,17.0,19.0,200.0,83.0,-2.15,1019.0,-18.3,0.0,NE,0.9,Aotizhongxin
33943,2017,1,13,6,23.0,15.0,27.0,300.0,72.0,-3.175,1019.5,-18.0,0.0,NE,1.5,Aotizhongxin
33944,2017,1,13,7,32.0,21.0,36.0,400.0,60.0,-3.0,1020.0,-18.3,0.0,NE,2.9,Aotizhongxin
33945,2017,1,13,8,31.0,14.0,50.0,500.0,54.0,-2.175,1021.0,-18.0,0.0,NE,3.2,Aotizhongxin
33946,2017,1,13,9,28.0,10.0,31.0,400.0,68.0,-1.65,1021.75,-18.1,0.0,NW,5.3,Aotizhongxin
33947,2017,1,13,10,24.0,15.0,28.0,400.0,66.0,-0.9,1022.75,-18.5,0.0,NW,3.6,Aotizhongxin
33948,2017,1,13,11,31.0,19.0,19.0,400.0,79.0,0.15,1023.0,-18.6,0.0,NE,4.7,Aotizhongxin
33949,2017,1,13,12,26.0,19.0,10.0,300.0,89.0,1.025,1023.0,-19.6,0.0,NE,3.8,Aotizhongxin
33950,2017,1,13,13,22.0,6.0,16.0,300.0,88.0,1.95,1022.0,-20.4,0.0,NW,5.7,Aotizhongxin
33951,2017,1,13,14,24.0,6.0,15.0,300.0,90.0,2.8,1021.8,-21.5,0.0,NE,4.3,Aotizhongxin
33952,2017,1,13,15,27.0,7.0,9.0,200.0,89.0,3.2,1022.0,-22.1,0.0,NW,4.4,Aotizhongxin
33953,2017,1,13,16,29.0,12.0,9.0,200.0,85.0,3.25,1022.0,-22.8,0.0,NW,3.8,Aotizhongxin
33954,2017,1,13,17,26.0,12.0,24.0,300.0,87.0,2.9,1022.0,-22.9,0.0,NW,2.3,Aotizhongxin
33955,2017,1,13,18,33.0,14.0,37.0,300.0,73.0,2.175,1022.0,-22.9,0.0,NW,3.3,Aotizhongxin
33956,2017,1,13,19,33.0,17.0,35.0,400.0,61.0,1.525,1023.0,-23.4,0.0,NW,3.8,Aotizhongxin
33957,2017,1,13,20,40.0,16.0,42.0,600.0,62.0,0.825,1023.0,-23.9,0.0,NW,3.0,Aotizhongxin
33958,2017,1,13,21,37.0,25.0,42.0,500.0,55.0,0.075,1024.0,-23.6,0.0,NW,3.6,Aotizhongxin
33959,2017,1,13,22,34.0,26.0,44.0,400.0,57.0,-0.5,1024.75,-23.0,0.0,NW,3.4,Aotizhongxin
33960,2017,1,13,23,34.0,17.0,42.0,500.0,59.0,-0.8,1025.0,-23.0,0.0,NE,2.5,Aotizhongxin
33961,2017,1,14,0,37.0,20.0,48.0,100.0,45.0,-1.55,1026.0,-22.7,0.0,SE,0.6,Aotizhongxin
33962,2017,1,14,1,35.0,21.0,44.0,600.0,38.0,-2.425,1026.0,-22.1,0.0,NE,2.2,Aotizhongxin
33963,2017,1,14,2,27.0,16.0,49.0,700.0,38.0,-2.45,1026.5,-22.6,0.0,NE,1.2,Aotizhongxin
33964,2017,1,14,3,20.0,15.0,51.0,500.0,37.0,-4.125,1027.0,-21.6,0.0,NE,2.9,Aotizhongxin
33965,2017,1,14,4,31.0,14.0,50.0,600.0,84.0,-4.15,1027.25,-22.6,0.0,NE,2.6,Aotizhongxin
33966,2017,1,14,5,18.0,8.0,49.0,500.0,40.0,-4.875,1027.5,-21.7,0.0,NE,1.6,Aotizhongxin
33967,2017,1,14,6,20.0,14.0,50.0,500.0,35.0,-5.025,1027.25,-21.7,0.0,NE,3.1,Aotizhongxin
33968,2017,1,14,7,21.0,12.0,53.0,600.0,30.0,-4.95,1027.75,-21.9,0.0,NE,1.8,Aotizhongxin
33969,2017,1,14,8,43.0,14.0,68.0,700.0,15.0,-5.6,1028.25,-22.0,0.0,NE,1.5,Aotizhongxin
33970,2017,1,14,9,44.0,36.0,74.0,1100.0,23.0,-4.8,1029.0,-20.9,0.0,NE,2.9,Aotizhongxin
33971,2017,1,14,10,56.0,32.0,72.0,1200.0,35.0,-2.575,1030.0,-21.7,0.0,NE,3.6,Aotizhongxin
33972,2017,1,14,11,31.0,15.0,38.0,600.0,61.0,-1.475,1030.0,-22.0,0.0,NE,3.0,Aotizhongxin
33973,2017,1,14,12,18.0,12.0,33.0,500.0,59.0,-0.175,1029.75,-22.5,0.0,NE,1.3,Aotizhongxin
33974,2017,1,14,13,17.0,12.0,19.0,400.0,77.0,1.075,1028.75,-22.9,0.0,NE,1.7,Aotizhongxin
33975,2017,1,14,14,10.0,4.0,25.0,400.0,63.0,1.96,1028.0,-23.5,0.0,SE,2.5,Aotizhongxin
33976,2017,1,14,15,23.0,3.0,35.0,400.0,68.0,2.63333333333333,1028.0,-24.0,0.0,SE,2.1,Aotizhongxin
33977,2017,1,14,16,16.0,13.0,30.0,400.0,72.0,2.65,1028.0,-22.3,0.0,NE,2.4,Aotizhongxin
33978,2017,1,14,17,40.0,15.0,50.0,500.0,54.0,1.725,1028.5,-23.0,0.0,SE,1.6,Aotizhongxin
33979,2017,1,14,18,45.0,6.0,59.0,600.0,42.0,0.75,1029.25,-22.1,0.0,SE,1.7,Aotizhongxin
33980,2017,1,14,19,51.0,11.0,71.0,1000.0,19.0,-0.1,1030.0,-19.6,0.0,SE,1.4,Aotizhongxin
33981,2017,1,14,20,66.0,37.0,93.0,1900.0,22.0,-0.575,1030.0,-18.6,0.0,SE,2.3,Aotizhongxin
33982,2017,1,14,21,84.0,19.0,88.0,1600.0,8.0,-1.4,1031.0,-9.6,0.0,SE,1.9,Aotizhongxin
33983,2017,1,14,22,79.0,11.0,80.0,1000.0,17.0,-1.925,1031.5,-8.4,0.0,SW,2.0,Aotizhongxin
33984,2017,1,14,23,71.0,17.0,61.0,1100.0,29.0,-2.65,1032.25,-8.3,0.0,SW,2.0,Aotizhongxin
33985,2017,1,15,0,59.0,5.0,59.0,900.0,28.0,-3.5,1033.0,-8.3,0.0,SW,1.4,Aotizhongxin
33986,2017,1,15,1,47.0,15.0,54.0,800.0,29.0,-4.0,1033.0,-8.3,0.0,SW,0.6,Aotizhongxin
33987,2017,1,15,2,50.0,14.0,60.0,1100.0,17.0,-4.725,1033.0,-8.4,0.0,SW,0.7,Aotizhongxin
33988,2017,1,15,3,39.0,3.0,48.0,600.0,33.0,-4.825,1033.0,-8.2,0.0,NE,1.2,Aotizhongxin
33989,2017,1,15,4,40.0,14.0,62.0,700.0,67.0,-4.95,1033.0,-8.1,0.0,SW,1.6,Aotizhongxin
33990,2017,1,15,5,41.0,4.0,46.0,800.0,30.0,-4.05,1032.75,-7.9,0.0,SW,1.6,Aotizhongxin
33991,2017,1,15,6,36.0,14.0,35.0,600.0,54.0,-4.075,1032.0,-8.1,0.0,SW,0.7,Aotizhongxin
33992,2017,1,15,7,35.0,8.0,37.0,500.0,53.0,-4.125,1032.0,-8.5,0.0,SW,1.3,Aotizhongxin
33993,2017,1,15,8,39.0,2.0,32.0,500.0,44.0,-4.25,1031.5,-8.7,0.0,SW,1.4,Aotizhongxin
33994,2017,1,15,9,42.0,14.0,30.0,500.0,48.0,-4.025,1031.5,-8.9,0.0,SW,2.3,Aotizhongxin
33995,2017,1,15,10,52.0,14.0,55.0,700.0,38.0,-3.675,1031.5,-8.9,0.0,SW,2.7,Aotizhongxin
33996,2017,1,15,11,37.0,9.0,45.0,700.0,40.0,-2.66,1031.0,-9.3,0.0,SW,1.8,Aotizhongxin
33997,2017,1,15,12,54.0,16.0,34.0,600.0,60.0,-1.8333333333333304,1029.66666666667,-9.3,0.0,SW,2.9,Aotizhongxin
33998,2017,1,15,13,57.0,22.0,37.0,600.0,65.0,-1.35,1028.5,-9.5,0.0,SW,3.3,Aotizhongxin
33999,2017,1,15,14,64.0,19.0,40.0,700.0,60.0,-1.06,1027.2,-9.3,0.0,SW,3.2,Aotizhongxin
34000,2017,1,15,15,69.0,12.0,43.0,800.0,61.0,-0.866666666666667,1026.66666666667,-9.3,0.0,SW,1.9,Aotizhongxin
34001,2017,1,15,16,72.0,11.0,48.0,700.0,61.0,-0.8,1026.25,-9.2,0.0,SW,1.9,Aotizhongxin
34002,2017,1,15,17,92.0,9.0,76.0,1200.0,28.0,-1.425,1026.0,-9.3,0.0,SW,1.0,Aotizhongxin
34003,2017,1,15,18,92.0,3.0,81.0,1200.0,14.0,-2.0,1026.0,-9.3,0.0,NW,0.6,Aotizhongxin
34004,2017,1,15,19,96.0,11.0,81.0,1300.0,17.0,-3.5,1027.0,-9.5,0.0,NE,0.5,Aotizhongxin
34005,2017,1,15,20,94.0,15.0,82.0,1400.0,22.0,-4.175,1027.0,-9.3,0.0,NE,1.9,Aotizhongxin
34006,2017,1,15,21,84.0,12.0,89.0,1500.0,22.0,-3.825,1027.25,-8.5,0.0,NE,1.5,Aotizhongxin
34007,2017,1,15,22,89.0,5.0,87.0,1500.0,20.0,-4.1,1027.25,-8.1,0.0,NE,1.5,Aotizhongxin
34008,2017,1,15,23,82.0,17.0,87.0,1400.0,11.0,-4.2,1028.0,-8.5,0.0,NE,1.4,Aotizhongxin
34009,2017,1,16,0,98.0,14.0,88.0,1600.0,22.0,-3.75,1028.0,-8.4,0.0,NE,1.4,Aotizhongxin
34010,2017,1,16,1,103.0,8.0,81.0,1500.0,14.0,-3.425,1027.5,-8.2,0.0,NE,1.2,Aotizhongxin
34011,2017,1,16,2,96.0,16.0,71.0,1600.0,17.0,-3.275,1028.0,-8.1,0.0,NE,1.5,Aotizhongxin
34012,2017,1,16,3,90.0,20.0,78.0,1600.0,13.0,-3.2,1028.0,-8.1,0.0,NE,2.0,Aotizhongxin
34013,2017,1,16,4,113.0,19.0,85.0,1800.0,55.0,-3.35,1027.0,-8.2,0.0,NE,1.3,Aotizhongxin
34014,2017,1,16,5,95.0,19.0,81.0,1900.0,13.0,-3.55,1027.0,-8.2,0.0,NE,1.4,Aotizhongxin
34015,2017,1,16,6,96.0,15.0,84.0,1900.0,24.0,-3.525,1027.0,-8.2,0.0,NE,1.3,Aotizhongxin
34016,2017,1,16,7,101.0,21.0,82.0,1900.0,21.0,-3.45,1028.0,-8.2,0.0,E,1.8,Aotizhongxin
34017,2017,1,16,8,103.0,21.0,81.0,1800.0,23.0,-3.225,1028.0,-8.2,0.0,NE,1.2,Aotizhongxin
34018,2017,1,16,9,100.0,23.0,84.0,1800.0,18.0,-3.1,1029.0,-7.8,0.0,NE,1.7,Aotizhongxin
34019,2017,1,16,10,66.0,27.0,73.0,1500.0,22.0,-2.65,1029.5,-7.5,0.0,NE,1.5,Aotizhongxin
34020,2017,1,16,11,60.0,27.0,61.0,1000.0,25.0,-2.08,1030.0,-7.5,0.0,NE,1.7,Aotizhongxin
34021,2017,1,16,12,72.0,31.0,66.0,1000.0,32.0,-0.933333333333333,1029.0,-7.2,0.0,NE,1.4,Aotizhongxin
34022,2017,1,16,13,71.0,28.0,72.0,1000.0,25.0,-0.525,1028.25,-7.2,0.0,NE,2.8,Aotizhongxin
34023,2017,1,16,14,102.0,14.0,69.0,1400.0,33.0,-0.38,1027.0,-7.4,0.0,SE,1.5,Aotizhongxin
34024,2017,1,16,15,104.0,13.0,71.0,1500.0,30.0,-0.266666666666667,1027.0,-7.8,0.0,NE,1.9,Aotizhongxin
34025,2017,1,16,16,116.0,20.0,78.0,1600.0,20.0,0.05,1027.0,-7.9,0.0,NE,1.7,Aotizhongxin
34026,2017,1,16,17,113.0,11.0,82.0,1500.0,24.0,-0.15,1027.0,-7.9,0.0,NE,2.2,Aotizhongxin
34027,2017,1,16,18,122.0,19.0,90.0,1700.0,16.0,-0.45,1027.5,-7.9,0.0,NE,1.4,Aotizhongxin
34028,2017,1,16,19,125.0,18.0,94.0,1800.0,16.0,-0.7,1028.0,-7.0,0.0,SE,1.6,Aotizhongxin
34029,2017,1,16,20,130.0,19.0,97.0,2100.0,17.0,-0.7,1028.25,-6.7,0.0,SE,1.4,Aotizhongxin
34030,2017,1,16,21,143.0,26.0,98.0,2500.0,26.0,-0.9,1029.0,-6.5,0.0,SE,1.0,Aotizhongxin
34031,2017,1,16,22,138.0,24.0,91.0,2800.0,25.0,-1.175,1028.75,-6.1,0.0,SE,1.4,Aotizhongxin
34032,2017,1,16,23,120.0,24.0,90.0,2600.0,13.0,-1.2,1028.0,-6.2,0.0,SE,1.0,Aotizhongxin
34033,2017,1,17,0,145.0,19.0,93.0,2700.0,17.0,-1.2,1028.0,-5.9,0.0,SE,1.4,Aotizhongxin
34034,2017,1,17,1,141.0,18.0,93.0,2900.0,19.0,-1.3,1028.0,-5.8,0.0,NE,1.6,Aotizhongxin
34035,2017,1,17,2,146.0,24.0,81.0,3100.0,27.0,-1.475,1027.5,-5.8,0.0,NE,0.9,Aotizhongxin
34036,2017,1,17,3,133.0,21.0,86.0,2800.0,22.0,-1.525,1027.0,-5.7,0.0,NE,1.1,Aotizhongxin
34037,2017,1,17,4,141.0,23.0,86.0,2800.0,26.0,-1.7,1027.0,-5.7,0.0,SE,1.4,Aotizhongxin
34038,2017,1,17,5,131.0,26.0,76.0,2500.0,16.0,-1.65,1026.75,-5.6,0.0,NE,1.2,Aotizhongxin
34039,2017,1,17,6,120.0,20.0,78.0,2400.0,14.0,-1.775,1026.0,-5.6,0.0,NE,1.5,Aotizhongxin
34040,2017,1,17,7,133.0,23.0,75.0,1300.0,20.0,-1.9,1026.0,-5.4,0.0,NE,1.0,Aotizhongxin
34041,2017,1,17,8,148.0,25.0,85.0,2600.0,30.0,-1.9,1026.5,-5.5,0.0,NE,1.2,Aotizhongxin
34042,2017,1,17,9,168.0,25.0,88.0,3100.0,28.0,-1.8,1027.0,-5.5,0.0,NE,1.4,Aotizhongxin
34043,2017,1,17,10,168.0,32.0,87.0,3400.0,32.0,-1.35,1027.0,-5.6,0.0,NE,1.6,Aotizhongxin
34044,2017,1,17,11,161.0,39.0,80.0,2900.0,26.0,-0.78,1027.8,-5.7,0.0,NE,1.3,Aotizhongxin
34045,2017,1,17,12,158.0,41.0,74.0,2100.0,33.0,-0.266666666666667,1027.0,-5.5,0.0,NE,0.8,Aotizhongxin
34046,2017,1,17,13,154.0,43.0,62.0,1400.0,54.0,0.35,1026.0,-5.8,0.0,NW,1.4,Aotizhongxin
34047,2017,1,17,14,145.0,43.0,61.0,1300.0,64.0,0.96,1025.0,-6.6,0.0,NE,1.0,Aotizhongxin
34048,2017,1,17,15,137.0,28.0,58.0,1100.0,60.0,1.8333333333333304,1025.0,-6.7,0.0,NW,1.8,Aotizhongxin
34049,2017,1,17,16,129.0,31.0,77.0,1200.0,46.0,1.725,1025.0,-6.7,0.0,SW,1.9,Aotizhongxin
34050,2017,1,17,17,151.0,32.0,105.0,1800.0,30.0,1.3,1025.0,-6.7,0.0,SW,1.1,Aotizhongxin
34051,2017,1,17,18,174.0,19.0,110.0,1900.0,22.0,0.35,1025.25,-6.8,0.0,SW,1.4,Aotizhongxin
34052,2017,1,17,19,174.0,32.0,109.0,1800.0,22.0,-0.225,1026.0,-6.7,0.0,SW,1.9,Aotizhongxin
34053,2017,1,17,20,167.0,25.0,109.0,1600.0,26.0,-1.15,1027.0,-6.9,0.0,NW,1.2,Aotizhongxin
34054,2017,1,17,21,170.0,24.0,106.0,1400.0,23.0,-2.25,1027.75,-7.0,0.0,SW,1.0,Aotizhongxin
34055,2017,1,17,22,171.0,32.0,110.0,100.0,29.0,-3.075,1028.5,-7.3,0.0,SW,0.7,Aotizhongxin
34056,2017,1,17,23,172.0,36.0,101.0,900.0,18.0,-3.875,1029.75,-7.4,0.0,NE,0.4,Aotizhongxin
34057,2017,1,18,0,73.0,19.0,75.0,900.0,29.0,-4.2,1030.0,-7.5,0.0,SE,1.2,Aotizhongxin
34058,2017,1,18,1,43.0,10.0,44.0,900.0,36.0,-4.2,1030.0,-7.8,0.0,NE,1.4,Aotizhongxin
34059,2017,1,18,2,79.0,14.0,72.0,900.0,21.0,-4.2,1030.25,-9.0,0.0,NE,0.7,Aotizhongxin
34060,2017,1,18,3,57.0,19.0,62.0,900.0,23.0,-5.3,1031.0,-10.3,0.0,NE,1.3,Aotizhongxin
